0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
-8.50003011510497,9.9987618551249,-6.999903819517609,9.999724428760992,-4.499982644115147,10.000581703572914,-1.5005714114072575,9.999619690324302,0.9996044840264785,9.500411959808071,2.499298602844532,9.300652694160984,4.9997065714531,9.798859018563602,6.500495268162565,9.800243718438127,8.499950174317457,9.4002368778321,-68.01561294422288,-67.95803077467815,-101.68424119701538,-99.19523724604755,-83.28785495293728,0.006023020994102644,0.2476289750198827,-0.019236096478112252,0.055114247801819484,-0.0034711769705243313,-0.11634071458291327,0.11428228145150206,0.0760619351394954,0.0791031947043047,-0.08239196161420236,0.14027943109360994,-0.13053883219666854,0.05868570938002703,0.22819628727981173,-0.09905363251306884,-0.0487436876252907,0.009965136508764122,-0.0473755664198994,3.0115104970513224e-05,0.0012381448750994136,-9.618048239056127e-05,0.0002755712390090974,-1.7355884852621658e-05,-0.0005817035729145664,0.0005714114072575103,0.000380309675697477,0.0003955159735215235,-0.0004119598080710118,0.0007013971554680497,-0.0006526941609833426,0.0002934285469001352,0.0011409814363990587,-0.0004952681625653442,-0.00024371843812645352,4.9825682543820614e-05,-0.000236877832099497
-8.499254783389437,9.998720918176513,-6.999372667660746,9.999360357397073,-4.4995229319980306,9.99980404770593,-1.5001797847610894,9.99977629024525,0.9991977254177936,9.500983801746038,2.49918487287723,9.299949925968338,5.0005103130703805,9.798720032110042,6.500365326765441,9.799812584499449,8.500568649672896,9.400881946651689,-68.09295927847225,-68.29286911252322,-101.72545060083732,-99.45247664806959,-82.99656288345639,-0.15506634310661327,0.008187389677658048,-0.10623037137261049,0.0728142727836197,-0.09194242342338033,0.15553117339691142,-0.07832532923362372,-0.03131998418971915,0.08135172173696698,-0.11436838759339482,0.022745993460412943,0.14055363852922798,-0.16074832345612278,0.027797290712039555,0.025988279424842355,0.08622678773570969,-0.1236950710878082,-0.129013763917688,-0.0007753317155330664,4.093694838829024e-05,-0.0005311518568630524,0.0003640713639180985,-0.00045971211711690166,0.0007776558669845571,-0.0003916266461681186,-0.00015659992094859575,0.00040675860868483486,-0.0005718419379669741,0.00011372996730206472,0.0007027681926461399,-0.000803741617280614,0.00013898645356019777,0.00012994139712421178,0.00043113393867854846,-0.000618475355439041,-0.00064506881958844
-8.499515754172245,9.998565636083459,-6.99949791408592,9.99905733225644,-4.499182919637241,9.99968517790006,-1.5003263209977387,10.000128945670541,0.9982648381622212,9.500702421748553,2.4997805246258316,9.2995714677597,5.000997653905494,9.798278886219633,6.4997860289759375,9.800181895260154,8.500086961608273,9.400660091187625,-68.17919186697293,-68.25655719608874,-101.62699393174196,-99.45806999932881,-82.77641639628733,0.05219415656168977,0.03105641861093945,0.025049285034587657,0.06060502812675286,-0.06800247215784909,0.0237739611737095,0.029307247329868127,-0.07053108505802054,0.18657745111447566,0.056275999497030285,-0.11913034972026487,0.07569164172766057,-0.09746816702273214,0.0882291780817515,0.11585955790074041,-0.07386215214121808,0.09633761292443219,0.04437109281291313,0.00026097078280844883,0.00015528209305469724,0.00012524642517293828,0.0003030251406337643,-0.0003400123607892454,0.00011886980586854751,0.00014653623664934065,-0.0003526554252901027,0.0009328872555723783,0.00028137999748515145,-0.0005956517486013244,0.0003784582086383029,-0.00048734083511366074,0.0004411458904087575,0.0005792977895037021,-0.00036931076070609043,0.00048168806462216095,0.00022185546406456563
-8.499926784252242,9.997610312833562,-6.999375220027918,9.99930182420234,-4.498738162422429,10.000090284696546,-1.5002877701430317,9.99995375814844,0.9981264927625562,9.500243475922016,2.4997740236798927,9.298793515211997,5.001129982322113,9.796870245466827,6.499473195302055,9.800568619612411,8.500622407857303,9.40040307832363,-68.06410756426635,-68.33122573361646,-101.33541961277027,-99.45792206528208,-82.7383453964579,0.082206015999449,0.19106464997951067,-0.02453881160028705,-0.04889838917993281,-0.08895144296255234,-0.08102135929693913,-0.007710170941410421,0.035037504420187764,0.027669079933001908,0.09178916530748225,0.001300189187790702,0.15559050954055148,-0.02646568332379561,0.2817281505610196,0.06256673477650063,-0.07734487045148218,-0.10708924980611123,0.05140257279896093,0.00041103007999724505,0.0009553232498975534,-0.00012269405800143524,-0.00024449194589966404,-0.0004447572148127617,-0.00040510679648469566,-3.8550854707052104e-05,0.00017518752210093883,0.00013834539966500953,0.00045894582653741126,6.50094593895351e-06,0.0007779525477027574,-0.00013232841661897806,0.0014086407528050978,0.0003128336738825031,-0.0003867243522574109,-0.0005354462490305561,0.00025701286399480467
-8.49981505285958,9.99724624606471,-6.999611838840205,9.999203237286702,-4.498314765563395,10.000844853456181,-1.5000645126669983,9.999520854124867,0.9980194458904911,9.500820082757539,2.499687433216967,9.298548647013016,5.001571911040214,9.796743855286765,6.4994440909428315,9.801097409857846,8.50044351417713,9.400106591483286,-67.9340828496769,-68.0874712668398,-101.20066281567676,-99.49518664168411,-83.15457201670924,-0.02234627853258509,0.07281335377038724,0.047323762457354486,0.01971738312749573,-0.0846793718068405,-0.15091375192698037,-0.04465149520670211,0.08658080471447108,0.021409374413020398,-0.11532136710443977,0.0173180925851182,0.04897363979636133,-0.08838574362011331,0.02527803601257214,0.00582087184459999,-0.10575804908687382,0.03577873603482833,0.05929736806844499,-0.00011173139266292545,0.0003640667688519362,0.00023661881228677245,9.858691563747866e-05,-0.00042339685903420253,-0.0007545687596349018,-0.00022325747603351058,0.0004329040235723554,0.000107046872065102,-0.0005766068355221989,8.6590462925591e-05,0.00024486819898180665,-0.00044192871810056655,0.00012639018006286071,2.910435922299995e-05,-0.0005287902454343691,0.00017889368017414166,0.00029648684034222494
-8.500356578481167,9.996712135937036,-6.998923004156227,9.999534472125717,-4.4985722831969985,10.00058504798076,-1.5003220365101513,9.997589688783584,0.9977340006351445,9.500205110999996,2.4992104323352202,9.298169697596798,5.001729545662534,9.79631385234866,6.4998305035501005,9.801172267005786,8.500686195951044,9.400049235525335,-67.93011798692729,-68.0039570967352,-101.0177419606774,-99.60826847449175,-83.4563170221245,0.1083051243175277,0.10682202553474052,-0.13776693679570912,-0.06624696780299262,0.05150352672086598,0.0519610950842995,0.0515047686306048,0.38623306825645476,0.0570890510693167,0.12299435150851001,0.09540017634932024,0.07578988324366696,-0.031526924464034566,0.08600058762100841,-0.07728252145375719,-0.014971429587970804,-0.04853635478291035,0.01147119159023474,0.0005415256215876385,0.0005341101276737026,-0.0006888346839785456,-0.0003312348390149631,0.0002575176336043299,0.00025980547542149747,0.00025752384315302397,0.0019311653412822738,0.0002854452553465835,0.00061497175754255,0.00047700088174660124,0.0003789494162183348,-0.00015763462232017283,0.0004300029381050421,-0.00038641260726878597,-7.485714793985402e-05,-0.00024268177391455176,5.7355957951173703e-05
-8.501513907764505,9.997638413978589,-6.999266134251414,10.000200424044081,-4.498336317264104,10.000037601371504,-1.500354176519699,9.998123664691402,0.9980916524897745,9.499817178421198,2.4995756156510787,9.298007149555096,5.001706759742582,9.79658812387725,6.4987585315054375,9.800810880982226,8.501698767244372,9.399939258650491,-68.25920460581426,-68.43528214875093,-100.95796618637385,-99.62309480760322,-82.33336663241141,0.23146585666735087,-0.18525560831027843,0.06862601903745134,-0.1331903836728609,-0.04719318657894335,0.10948932185101337,0.006428001909546278,-0.10679518156333968,-0.07153037092599683,0.07758651575963646,-0.07303666317171367,0.032509608340436154,0.004557183990381379,-0.0548543057178979,0.2143944089325326,0.07227720471201568,-0.20251425866576073,0.02199537496902203,0.0011573292833367544,-0.0009262780415513922,0.0003431300951872567,-0.0006659519183643045,-0.00023596593289471675,0.0005474466092550669,3.214000954773139e-05,-0.0005339759078166985,-0.00035765185462998414,0.0003879325787981823,-0.00036518331585856835,0.00016254804170218076,2.2785919951906895e-05,-0.0002742715285894895,0.001071972044662663,0.0003613860235600784,-0.0010125712933288036,0.00010997687484511015
-8.50118301453212,9.997204694372364,-6.998869873882198,10.000114604913726,-4.498588810903594,9.999601692465829,-1.4997540283161712,9.998285919988751,0.998329125145355,9.500094745824972,2.4986928885309383,9.297749253920719,5.00233720171975,9.796076633944237,6.497697453406931,9.800249330040607,8.50245845222735,9.400164288491842,-68.18026052197611,-68.90453234809492,-100.88369697621275,-99.67961603485352,-82.04240802059196,-0.0661786464768388,0.08674392124482312,-0.07925207384327007,0.017163826070851068,0.050498727898045714,0.08718178113507795,-0.12002964070557763,-0.03245105946975576,-0.04749453111609562,-0.05551348075472089,0.1765454240281097,0.051579126875453844,-0.12608839543350453,0.10229798660238976,0.21221561970126335,0.1123101883236217,-0.15193699659540136,-0.045005968270377124,-0.000330893232384194,0.0004337196062241156,-0.00039626036921635037,8.581913035425534e-05,0.0002524936394902286,0.00043590890567538976,-0.0006001482035278881,-0.0001622552973487788,-0.0002374726555804781,-0.00027756740377360444,0.0008827271201405485,0.0002578956343772692,-0.0006304419771675227,0.0005114899330119488,0.0010610780985063168,0.0005615509416181085,-0.0007596849829770068,-0.0002250298413518856
-8.501816470106714,9.997550874792362,-6.9990917835962705,9.99958126521779,-4.4981253456678045,9.9996283626265,-1.4981333946461366,9.998793017655835,0.9984554092210516,9.500668557589211,2.4978766828789727,9.298407812315014,5.002557223963098,9.795957653997545,6.496976816762398,9.800921033220533,8.501876870351273,9.400141740507319,-68.3638191685963,-68.81025890463215,-101.0261655106898,-99.65184192602982,-82.25880901691167,0.12669111491866228,-0.06923608399962604,0.04438194281462285,0.1066679391871414,-0.0926930471578083,-0.005334032134400464,-0.3241267340069073,-0.10141953341688129,-0.025256815139316033,-0.11476235284777413,0.16324113039316354,-0.13171167885897805,-0.04400444866969838,0.023795989338290413,0.14412732890661156,-0.13434063598506654,0.11631637521549597,0.00450959690475297,0.0006334555745933114,-0.0003461804199981302,0.00022190971407311426,0.000533339695935707,-0.0004634652357890415,-2.6670160672002318e-05,-0.0016206336700345363,-0.0005070976670844065,-0.00012628407569658016,-0.0005738117642388707,0.0008162056519658177,-0.0006585583942948903,-0.0002200222433484919,0.00011897994669145206,0.0007206366445330579,-0.0006717031799253327,0.0005815818760774798,2.254798452376485e-05
-8.50132571578119,9.99731201431844,-6.999191313444057,9.99973246068137,-4.4981602467103,9.999817864463436,-1.4981901533187623,9.998456753298246,0.9976624008129789,9.501236383420045,2.4968101661916444,9.299326214504791,5.002633116510616,9.795608814258857,6.496836320828531,9.801185227365089,8.501980931476451,9.400370458344868,-68.19084928367816,-68.90052026190453,-101.00693757634014,-99.65307553010109,-82.7587449833412,-0.0981508651047951,0.04777209478404245,0.019905969557347004,-0.030239092716167065,0.006980208499001892,-0.03790036738706089,0.011351734525124805,0.0672528715176636,0.15860168161453522,-0.11356516616657623,0.21330333746562669,-0.18368043795530628,-0.015178509503558334,0.0697679477376547,0.028099186773503267,-0.05283882891121578,-0.020812225035727522,-0.04574356751002254,-0.0004907543255239754,0.00023886047392021226,9.952984778673502e-05,-0.00015119546358083533,3.490104249500946e-05,-0.00018950183693530444,5.675867262562403e-05,0.000336264357588318,0.0007930084080726761,-0.0005678258308328812,0.0010665166873281334,-0.0009184021897765314,-7.589254751779167e-05,0.0003488397386882735,0.00014049593386751633,-0.0002641941445560789,-0.00010406112517863762,-0.00022871783755011268
